kind,name,row_type,ability_or_tradition_name,age,description_clean,syncretism_options,modifier_type,modifier_args
leader,"Himiko, High Shaman",Unique Ability,Miko of Amaterasu,Apex,"• +2 Happiness per Age on Happiness and Influence Diplomacy Buildings, doubled if a Building is both.
• +50% Production towards constructing Happiness and Influence Diplomacy Buildings, doubled if a Building is both.
• +15% Culture but -15% Science, and these effects are doubled while in a Celebration.","Hawai'i, Khmer, Majapahit, Meiji Japan, Mississippian, Siam, Tonga",HIMIKO_ALT_MOD_HAPPINESS_BUILDING_HAPPINESS_TYPE; HIMIKO_ALT_MOD_DIPLOMACY_BUILDING_HAPPINESS_TYPE; HIMIKO_ALT_MOD_HAPPINESS_BUILDING_PRODUCTION_RATE_TYPE; HIMIKO_ALT_MOD_DIPLOMACY_BUILDING_PRODUCTION_RATE_TYPE; HIMIKO_ALT_MOD_CULTURE_BOOST_TYPE; HIMIKO_ALT_MOD_SCIENCE_PENALTY_TYPE; HIMIKO_ALT_MOD_CULTURE_BOOST_CELEBRATION_TYPE; HIMIKO_ALT_MOD_SCIENCE_PENALTY_CELEBRATION_TYPE; HIMIKO_ALT_MOD_AGENDA_SHAMAN_QUEEN_TYPE,YieldType=YIELD_HAPPINESS; Amount=2; Tag=HAPPINESS; Tooltip=LOC_TRAIT_LEADER_HIMIKO_ALT_ABILITY_NAME; YieldType=YIELD_HAPPINESS; Amount=2; Tag=DIPLOMACY; Tooltip=LOC_TRAIT_LEADER_HIMIKO_ALT_ABILITY_NAME; Tag=HAPPINESS; Percent=50; Tooltip=LOC_TRAIT_LEADER_HIMIKO_ALT_ABILITY_NAME; Tag=DIPLOMACY; Percent=50; Tooltip=LOC_TRAIT_LEADER_HIMIKO_ALT_ABILITY_NAME; YieldType=YIELD_CULTURE; Percent=15; Tooltip=LOC_TRAIT_LEADER_HIMIKO_ALT_ABILITY_NAME; YieldType=YIELD_SCIENCE; Percent=-15; Tooltip=LOC_TRAIT_LEADER_HIMIKO_ALT_ABILITY_NAME; YieldType=YIELD_CULTURE; Percent=30; Tooltip=LOC_TRAIT_LEADER_HIMIKO_ALT_ABILITY_NAME; YieldType=YIELD_SCIENCE; Percent=-30; Tooltip=LOC_TRAIT_LEADER_HIMIKO_ALT_ABILITY_NAME; ModName=LOC_DIPLOMACY_AGENDA_SHAMAN_QUEEN_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_SHAMAN_QUEEN_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_DISTRICTS2; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_ALL; AwardAmtType1=DIPLOMACY_AGENDA_AMT_SMALL; Arg1=CULTURE; Arg2=HAPPINESS; AwardTo2=DIPLOMACY_AGENDA_AWARD_ALL; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_SMALL; Arg3=SCIENCE; Arg4=GOLD; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY
leader,"Himiko, Queen of Wa",Unique Ability,Friend of Wei,Apex,"• Gain a unique Endeavor called Friend of Wei that can be performed in an Alliance to grant you and your ally +25% Science.
• +4 Science per Age for every Leader you are Friendly or Helpful with.
• Can Support Endeavors for free, but Rejecting Diplomatic Actions costs +100% Influence.","Hawai'i, Khmer, Majapahit, Meiji Japan, Mississippian, Siam, Tonga",HIMIKO_MOD_FRIEND_OF_WA_TYPE; HIMIKO_MOD_SCIENCE_BONUS_FRIENDLY_TYPE; HIMIKO_MOD_SCIENCE_BONUS_HELPFUL_TYPE; HIMIKO_MOD_NO_COST_ENDEAVOR_ACCEPT_TYPE; HIMIKO_MOD_DIPLOMATIC_RESPONSE_REJECT_COST_INCREASE_TYPE; HIMIKO_MOD_AGENDA_YAMATAI_TYPE,ActionType=DIPLOMACY_ACTION_FRIEND_OF_WA; RelationshipType=PLAYER_RELATIONSHIP_FRIENDLY; YieldType=YIELD_SCIENCE; Amount=4; RelationshipType=PLAYER_RELATIONSHIP_HELPFUL; YieldType=YIELD_SCIENCE; Amount=4; ModName=LOC_DIPLOMACY_NO_COST_ENDEAVOR_SUPPORT_NAME; Tooltip=LOC_DIPLOMACY_NO_COST_ENDEAVOR_SUPPORT_DESC; Modifier1Type=DIPLOMACY_BASIC_MODIFIER_VALUE_SUPPORT_ENDEAVOR_DISCOUNT; Modifier1Value=100.0; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY; ResponseType=DIPLOMACY_RESPONSE_REJECT; Percent=100; ApplyToTarget=true; Reverse=true; ModName=LOC_DIPLOMACY_AGENDA_YAMATAI_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_YAMATAI_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_DISTRICTS2; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_ALL; AwardAmtType1=DIPLOMACY_AGENDA_NEG_AMT_SMALL; Arg1=CULTURE; Arg2=HAPPINESS; AwardTo2=DIPLOMACY_AGENDA_AWARD_ALL; AwardAmtType2=DIPLOMACY_AGENDA_AMT_SMALL; Arg3=SCIENCE; Arg4=GOLD; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY
leader,Ibn Battuta,Unique Ability,The Marvels of Traveling,Apex,"• Gains 2 Wildcard Attribute Points after the first Civic in every Age.
• +1 Sight for all Units.
• Gain a unique Endeavor called Trade Maps that allows you to gradually see other Leaders' claimed territory.","Abbasid, Aksum, Buganda, Carthage, Mughal, Ottomans, Achaemenid Persia, Songhai",IBN_BATTUTA_MOD_WILDCARD_ATTRIBUTE_TYPE; MOD_TRAIT_LEADER_ATTRIBUTE_UNLOCK_EXPANSIONIST_01_TYPE; MOD_TRAIT_LEADER_ATTRIBUTE_UNLOCK_EXPANSIONIST_02_TYPE; IBN_BATTUTA_MOD_UNIT_SIGHT_TYPE; IBN_BATTUTA_MOD_TRADE_MAP_TYPE; IBN_BATTUTA_MOD_AGENDA_FAR_AND_WIDE_TYPE,ActionType=DIPLOMACY_ACTION_FARMERS_MARKET; ActionType=DIPLOMACY_ACTION_SABOTAGE_FOOD_PRODUCTION; Amount=1; ActionType=DIPLOMACY_ACTION_TRADE_MAP; ModName=LOC_DIPLOMACY_AGENDA_FAR_AND_WIDE_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_FAR_AND_WIDE_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_REVEALED_TILES; FirstMeetDelay=10; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType1=DIPLOMACY_AGENDA_AMT_LARGE; AwardTo2=DIPLOMACY_AGENDA_AWARD_LOWEST; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_SMALL; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY
leader,Isabella,Unique Ability,Seven Cities of Gold,Apex,"• Gain 100 Gold per Age every time you discover a Natural Wonder. This is doubled if the Natural Wonder is in Distant Lands.
• +50% tile yields from Natural Wonders for every Natural Wonder in your Empire.
• +50% Gold towards purchasing Naval Units.
• -1 Gold maintenance for Naval Units.","Abbasid, Carthage, Egypt, French Empire, Greece, Iceland, Mexico, Spain",ISABELLA_MOD_NATURAL_WONDER_DISCOVERY_TYPE; ISABELLA_MOD_DOUBLE_NATURAL_WONDERS_ABILITY_TYPE; ISABELLA_MOD_NAVAL_UNIT_PURCHASE_TYPE; ISABELLA_MOD_NAVAL_UNIT_MAINTENANCE_TYPE; ISABELLA_MOD_AGENDA_WONDERLUST_TYPE,"YieldType=YIELD_GOLD; Amount=100; DistantLandBonus=100; Tooltip=LOC_TRAIT_LEADER_ISABELLA_ABILITY_NAME; YieldType=YIELD_FOOD, YIELD_PRODUCTION, YIELD_GOLD, YIELD_SCIENCE, YIELD_CULTURE, YIELD_HAPPINESS, YIELD_DIPLOMACY; Percent=50; Tooltip=LOC_TRAIT_LEADER_ISABELLA_ABILITY_NAME; UnitTag=UNIT_CLASS_NAVAL; Percent=50; UnitTag=UNIT_CLASS_NAVAL; Amount=1; ModName=LOC_DIPLOMACY_AGENDA_WONDERLUST_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_WONDERLUST_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_NUM_NATURAL_WONDERS; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_ALL; AwardAmtType1=DIPLOMACY_AGENDA_NEG_AMT_MEDIUM; AwardTo2=DIPLOMACY_AGENDA_AWARD_NONE; AwardAmtType2=DIPLOMACY_AGENDA_AMT_SMALL; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY"
leader,José Rizal,Unique Ability,Pambansang Bayani,Apex,"• When gaining rewards from a Narrative Event, gain an additional 20 Culture, Gold and Influence per Age.
• Has additional Narrative Events.
• +50% Celebration duration.
• +50% Happiness towards Celebrations.","Hawai'i, Iceland, Majapahit, Maya, Meiji Japan, Mississippian, Siam, Tonga",RIZAL_MOD_NARRATIVE_EVENT_CULTURE_TYPE; RIZAL_MOD_NARRATIVE_EVENT_GOLD_TYPE; RIZAL_MOD_NARRATIVE_EVENT_INFLUENCE_TYPE; RIZAL_MOD_EXTRA_STORIES_TYPE; RIZAL_MOD_EXTRA_STORIES2_TYPE; RIZAL_MOD_CELEBRATION_LENGTH_TYPE; RIZAL_MOD_CELEBRATION_HAPPINESS_TYPE; RIZAL_MOD_AGENDA_KAPWA_TYPE,YieldType=YIELD_CULTURE; Amount=20; Tooltip=LOC_TRAIT_LEADER_RIZAL_ABILITY_NAME; YieldType=YIELD_GOLD; Amount=20; Tooltip=LOC_TRAIT_LEADER_RIZAL_ABILITY_NAME; YieldType=YIELD_DIPLOMACY; Amount=20; Tooltip=LOC_TRAIT_LEADER_RIZAL_ABILITY_NAME; Amount=1; Percent=50; Tooltip=LOC_TRAIT_LEADER_RIZAL_ABILITY_NAME; YieldType=YIELD_HAPPINESS; Percent=50; Tooltip=LOC_TRAIT_LEADER_RIZAL_ABILITY_NAME; ModName=LOC_DIPLOMACY_AGENDA_KAPWA_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_KAPWA_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_NUM_PROJECTS; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType1=DIPLOMACY_AGENDA_AMT_MEDIUM; Arg1=DIPLOMACY_ACTION_GROUP_ENDEAVOR; AwardTo2=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_MEDIUM; Arg2=DIPLOMACY_ACTION_GROUP_SANCTION; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY
leader,Lafayette,Unique Ability,Hero of Two Worlds,Apex,"• Gains a unique Endeavor called Reform, which grants an additional Tradition slot. Supporting this Endeavor also grants the other Leader an additional Tradition slot, otherwise they are granted a Social Policy slot.
• +1 Combat Strength for every Tradition, but not Social Policy, slotted in the Government.
• +1 Culture and Happiness per Age in Settlements, doubled in Distant Lands.","America, French Empire, Greece, Norman, Rome, Spain",LAFAYETTE_MOD_TRADITION_SLOT_TYPE; LAFAYETTE_MOD_COMBAT_ABILITY_TRADITION_TYPE; LAFAYETTE_MOD_CULTURE_SETTLEMENTS_DISTANT_LANDS_TYPE; LAFAYETTE_MOD_CULTURE_SETTLEMENTS_HOMELANDS_TYPE; LAFAYETTE_MOD_AGENDA_FRENCH_QUARTERS_TYPE,"ActionType=DIPLOMACY_ACTION_GRANT_POLICY_SLOT; AbilityType=ABILITY_LAFAYETTE_TRADITION; Tooltip=LOC_TRAIT_LEADER_LAFAYETTE_ABILITY_NAME; Amount=2; YieldType=YIELD_CULTURE,YIELD_HAPPINESS; Tooltip=LOC_TRAIT_LEADER_LAFAYETTE_ABILITY_NAME; Amount=1; YieldType=YIELD_CULTURE,YIELD_HAPPINESS; Tooltip=LOC_TRAIT_LEADER_LAFAYETTE_ABILITY_NAME; ModName=LOC_DIPLOMACY_AGENDA_FRENCH_QUARTERS_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_FRENCH_QUARTERS_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_DISTRICT_BUILDINGS; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType1=DIPLOMACY_AGENDA_AMT_SMALL; Arg1=DISTRICT_URBAN; Arg2=2; AwardTo2=DIPLOMACY_AGENDA_AWARD_LOWEST; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_SMALL; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY"
leader,Lakshmibai,Unique Ability,Rani of Jhansi,Apex,"• +50% Influence towards initiating the City-State - Incorporate Action.
• When you incorporate a City-State , you gain all of their Units.
• When one of your Land Military Units defeats an enemy Unit, gain Influence equal to 100% of the defeated Unit's Combat Strength.","Assyria, Chola, Đại Việt, Maurya, Mughal, Nepal",LAKSHMIBAI_MOD_CS_INCORPORATE_TYPE; LAKSHMIBAI_MOD_CS_INCORPORATE_UNITS_TYPE; LAKSHMIBAI_INFLUENCE_TYPE; LAKSHMIBAI_MOD_AGENDA_ETERNAL_GLORY_TYPE,ActionType=DIPLOMACY_ACTION_CS_INCORPORATE; Percent=50; ModifierId=LAKSHMIBAI_INFLUENCE_MODIFIER; ModName=LOC_DIPLOMACY_AGENDA_ETERNAL_GLORY_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_ETERNAL_GLORY_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_YIELD_TYPE; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType1=DIPLOMACY_AGENDA_AMT_MEDIUM; Arg1=YIELD_DIPLOMACY; AwardTo2=DIPLOMACY_AGENDA_AWARD_LOWEST; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_MEDIUM; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY
leader,Machiavelli,Unique Ability,Il Principe,Apex,"• +3 Influence per Age.
• Gains 50 Gold per Age when your Diplomatic Action proposals are accepted, or 100 Gold when they are rejected.
• Ignores Relationship requirements for declaring Formal Wars.
• Can Levy Troops from City-States you are not Suzerain of.","French Empire, Greece, Norman, Rome, Russia, Silla Korea, Spain",MACHIAVELLI_MOD_INFLUENCE_TYPE; MACHIAVELLI_MOD_GOLD_ACTION_ACCEPT_TYPE; MACHIAVELLI_MOD_GOLD_ACTION_REJECT_TYPE; MACHIAVELLI_MOD_FORMAL_WAR_TYPE; MACHIAVELLI_MOD_CITY_STATE_LEVY_TYPE; MACHIAVELLI_MOD_AGENDA_THE_SPIDER_TYPE,YieldType=YIELD_DIPLOMACY; Amount=3; Tooltip=LOC_TRAIT_LEADER_RIZAL_ABILITY_NAME; YieldType=YIELD_GOLD; Amount=50; YieldType=YIELD_GOLD; Amount=100; WarType=FORMAL_WAR; AllowLevy=true; ModName=LOC_DIPLOMACY_AGENDA_THE_SPIDER_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_THE_SPIDER_DESC; WeightType=DIPLOMACY_AGENDA_WEIGHTING_AT_WAR; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_FOR_EACH; AwardAmtType1=DIPLOMACY_AGENDA_AMT_MEDIUM; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY
leader,"Napoleon, Emperor",Unique Ability,Continental System,Apex,"• All basic Sanctions are automatically unlocked.
• +50% Influence towards initiating Sanctions.
• +5 Culture and Gold per Age for each Leader you have an active Sanction on, except Denouncement .
• +1 Combat Strength for Land Units for every Sanction you have active, except Denouncement.","French Empire, Norman, Achaemenid Persia, Prussia, Rome, Spain",NAPOLEON_MOD_AGENDA_NAPOLEONIC_CODE_TYPE; NAPOLEON_MOD_CULTURE_PER_SANCTIONED_PLAYER_TYPE; NAPOLEON_MOD_GOLD_PER_SANCTIONED_PLAYER_TYPE; NAPOLEON_MOD_COMBAT_STRENGTH_PER_ACTIVE_SANCTION_TYPE; NAPOLEON_MOD_LOWER_COST_SANCTIONS_TYPE; NAPOLEON_MOD_ULOCK_ALL_SANCTIONS_TYPE,"ModName=LOC_DIPLOMACY_AGENDA_NAPOLEONIC_CODE_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_NAPOLEONIC_CODE_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_NAPOLEONIC_CODE; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_LOWEST; AwardAmtType1=DIPLOMACY_AGENDA_AMT_MEDIUM; Arg1=DOMAIN_LAND; AwardTo2=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_MEDIUM; Arg2=DOMAIN_SEA; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY; YieldType=YIELD_CULTURE; Amount=5; YieldType=YIELD_GOLD; Amount=5; Amount=1; DiplomacyActionGroups=DIPLOMACY_ACTION_GROUP_SANCTION; Percent=50; ActionGroupType=DIPLOMACY_ACTION_GROUP_SANCTION; ActionType=DIPLOMACY_ACTION_SABOTAGE_TREASURY, DIPLOMACY_ACTION_SABOTAGE_MORALE, DIPLOMACY_ACTION_SABOTAGE_RESEARCH, DIPLOMACY_ACTION_SABOTAGE_CIVIC_STUDY, DIPLOMACY_ACTION_SABOTAGE_MILITARY_PRODUCTION, DIPLOMACY_ACTION_SABOTAGE_FOOD_PRODUCTION"
leader,"Napoleon, Revolutionary",Unique Ability,Enemy of the Coalitions,Apex,"• +1 Movement for all Land Units.
• Defeating an enemy Unit provides Culture equal to 100% of its Combat Strength.
• The first time each Age that a War is declared against you, gain an Army Commander in your Capital packed with 1 Infantry Unit, 1 Cavalry Unit, 1 Ranged Unit, and 1 Siege Unit, even if those Units have not been unlocked.","French Empire, Norman, Achaemenid Persia, Prussia, Rome, Spain",NAPOLEON_ALT_MOD_LAND_UNIT_MOVEMENT_TYPE; NAPOLEON_ALT_MOD_CULTURE_ON_UNIT_DEFEAT_TYPE; NAPOLEON_ALT_MOD_AGENDA_CULTURE_FROM_CONQUEST_TYPE; NAPOLEON_ALT_MOD_SPAWN_ARMY_TYPE,"Amount=1; YieldType=YIELD_CULTURE; PercentDefeatedStrength=100; ModName=LOC_DIPLOMACY_AGENDA_CULTURE_FROM_CONQUEST_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_CULTURE_FROM_CONQUEST_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_ALLIANCES_AND_CULTURE; FirstMeetDelay=10; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_FOR_EACH; AwardAmtType1=DIPLOMACY_AGENDA_NEG_AMT_SMALL; Arg1=YIELD_CULTURE; AwardTo2=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType2=DIPLOMACY_AGENDA_AMT_MEDIUM; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY; CommanderType=UNIT_ARMY_COMMANDER; UnitTags=UNIT_CLASS_INFANTRY, UNIT_CLASS_RANGED, UNIT_CLASS_SIEGE, UNIT_CLASS_CAVALRY"
leader,Pachacuti,Unique Ability,Earth Shaker,Apex,"• All Buildings receive a +1 Food Adjacency for Mountains.
• -2 Happiness Maintenance on Specialists adjacent to Mountains. +1 Happiness Maintenance on Specialists not adjacent to Mountains.
• Cities gain a bonus to Production equal to 10% of that City’s Food.","America, Hawai'i, Inca, Maya, Mexico, Mississippian, Nepal",PACHACUTI_MOD_WILDCARD_ADJACENCY_MOUNTAINS_TYPE; PACHACUTI_MOD_MOUNTAIN_SPECIALIST_HAPPINESS_TYPE; PACHACUTI_MOD_MOUNTAIN_SPECIALIST_HAPPINESS_INVERSE_TYPE; PACHACUTI_MOD_CITY_PRODUCTION_FROM_FOOD_TYPE; PACHACUTI_MOD_AGENDA_MOUNTAIN_KING_TYPE,ConstructibleAdjacency=PachacutiMountainFood; Tooltip=LOC_TRAIT_LEADER_PACHACUTI_ABILITY_NAME; YieldType=YIELD_HAPPINESS; Amount=-2; Tooltip=LOC_TRAIT_LEADER_PACHACUTI_ABILITY_NAME; YieldType=YIELD_HAPPINESS; Amount=1; Tooltip=LOC_TRAIT_LEADER_PACHACUTI_ABILITY_NAME; FromYieldType=YIELD_FOOD; ToYieldType=YIELD_PRODUCTION; Percent=10; Tooltip=LOC_TRAIT_LEADER_PACHACUTI_ABILITY_NAME; ModName=LOC_DIPLOMACY_AGENDA_MOUNTAIN_KING_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_MOUNTAIN_KING_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_NUM_TERRAIN_TYPE; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_LOWEST; AwardAmtType1=DIPLOMACY_AGENDA_AMT_MEDIUM; Arg1=TERRAIN_MOUNTAIN; AwardTo2=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_MEDIUM; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY
leader,Sayyida al Hurra,Unique Ability,Hakima Tatwan,Apex,"• Receive the strongest Naval Unit every time you succeed in an Espionage Action, if you can place a Naval Unit.
• +2 Culture and +1 Influence per Age for every Naval Unit stationed on a District .
• No Influence penalty for your Espionage being revealed.
• Opponents cannot use Counter Spy against you.","Abbasid, Aksum, Carthage, Mughal, Ottomans, Republic of Pirates",SAYYIDA_MOD_FREE_NAVAL_UNIT_TYPE; SAYYIDA_MOD_STATIONED_ON_DISTRICT_YIELDS_TYPE; SAYYIDA_MOD_NO_COUNTERSPY_AGAINST_TYPE; SAYYIDA_MOD_NO_INFLUENCE_PENALTY_REVEALED_SPIES_TYPE; SAYYIDA_MOD_AGENDA_TYPE,"ModifierId=SAYYIDA_MOD_STATIONED_ON_DISTRICT_CULTURE, SAYYIDA_MOD_STATIONED_ON_DISTRICT_INFLUENCE; ModName=LOC_DIPLOMACY_AGENDA_SAYYIDA_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_SAYYIDA_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_NUM_UNIT_TAGS; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_LOWEST; AwardAmtType1=DIPLOMACY_AGENDA_AMT_MEDIUM; Arg1=UNIT_CLASS_NAVAL; AwardTo2=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_SMALL; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY"
leader,Simón Bolívar,Unique Ability,El Libertador,Apex,"• Gain 2 War Support on Wars you declare.
• When you conquer a Settlement for the first time the Settlement can purchase 1 Building or Improvement for free.
• Unrest does not prevent Purchasing.","French Empire, Inca, Maya, Mexico, Rome, Spain",BOLIVAR_MOD_WAR_SUPPORT_AGGRO_TYPE; BOLIVAR_MOD_FREE_BUILDING_TYPE; BOLIVAR_MOD_PURCHASE_UNREST_TYPE; BOLIVAR_MOD_AGENDA_CORNERSTONE_FREEDOM_TYPE,Amount=2; IsAggressor=true; ModifierId=ATTACH_BOLIVAR_MOD_FREE_BUILDING; ModName=LOC_DIPLOMACY_AGENDA_CORNERSTONE_FREEDOM_NAME; Tooltip=LOC_DIPLOMACY_AGENDA_CORNERSTONE_FREEDOM_DESC; WeightType=DIPLOMACY_AGENDA_COMPARE_NUM_UNHAPPY_SETTLEMENTS; FirstMeetDelay=20; UpdateFreq=10; AwardTo1=DIPLOMACY_AGENDA_AWARD_LOWEST; AwardAmtType1=DIPLOMACY_AGENDA_AMT_MEDIUM; AwardTo2=DIPLOMACY_AGENDA_AWARD_HIGHEST; AwardAmtType2=DIPLOMACY_AGENDA_NEG_AMT_MEDIUM; NotifyMessage=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_MESSAGE; NotifySummary=LOC_NOTIFICATION_DIPLOMATIC_AGENDA_DEFAULT_SUMMARY
